CUI,Phrase,Type
C0348713,Other specified respiratory disorders,PT
C0348713,Respiratory system dis.OS,SY
C0348713,Other specified diseases of respiratory system,SY
C0348713,Other specfd resp disorders,SY
C0348713,[X]Other specfd resp disorders,SY
C0348713,[X]Other specified respiratory disorders,SY
C0348713,Other specified diseases of respiratory system (disorder),SY
C0348713,[X]Other specified respiratory disorders (disorder),SY
C0370205,Specimen Type - Sputum - coughed,PT
C0370205,coughed sputum,SY
C0370205,Sputum - coughed,SY
C0370205,cough sputum,SY
C0370205,sputum cough,SY
C0392171,Influenza-like symptoms,PT
C0392171,INFLUENZA-LIKE SYMPTOMS,SY
C0392171,influenza like symptoms,SY
C0392171,Flu-like symptoms,SY
C0392171,FLU-LIKE SYMPTOMS,SY
C0392171,Flu-Like Symptoms,SY
C0392171,flu like symptoms,SY
C0392171,flu-like symptoms,SY
C0392171,FLU LIKE SYMPTOMS,SY
C0392171,Flu like symptoms,SY
C0392171,Influenza-Like Illness,SY
C0392171,flu-like symptoms (symptom),SY
C0392171,Influenza-like symptoms (finding),SY
C0392674,Exhaustion,PT
C0392674,EXHAUSTION,SY
C0392674,exhaustion,SY
C0392674,Exhausted,SY
C0392674,exhausted,SY
C0392674,Washed out,SY
C0392674,Washed-out,SY
C0392674,Worn out,SY
C0392674,worn out,SY
C0392674,Exhaustion (finding),SY
C0423665,Hand joint pain,PT
C0423665,Joint pain-hand,SY
C0423665,hand; pain,SY
C0423665,joint,SY
C0423665,hand joint pain,SY
C0423665,hand; joint pain,SY
C0423665,hand joints pain,SY
C0423665,hands joint pain,SY
C0423665,hands joints pain,SY
C0423665,hand,SY
C0423665,Pain in joints of hand NOS,SY
C0423665,Pain in joints of hand,SY
C0423665,Pain in joint involving hand,SY
C0423665,Arthralgia of the hand,SY
C0423665,arthralgia - hand,SY
C0423665,Arthralgia of hand,SY
C0423665,Arthralgia of hand (diagnosis),SY
C0423665,Hand joint pain (finding),SY
C0424424,Refusing food,PT
C0424424,Will not eat,SY
C0424424,will not eat,SY
C0424424,Refuses to eat,SY
C0424424,refuse eat,SY
C0424424,refuse to eat,SY
C0424424,Refusing to feed,SY
C0424424,Food refusal,SY
C0424424,refusal; food,SY
C0424424,food refusal,SY
C0424424,food; refusal of,SY
C0424424,Patient refuses to eat,SY
C0424424,Refusal of food by patient,SY
C0424424,Refusing food (finding),SY
C0424790,Rigor - Temperature-associated observation,PT
C0424790,AGUE,SY
C0424790,CHILL SHAKING,SY
C0424790,SHAKING CHILLS,SY
C0424790,Rigor,SY
C0424790,RIGOR,SY
C0424790,rigor,SY
C0424790,RIGORS,SY
C0424790,Rigors,SY
C0424790,Rigor(s),SY
C0424790,Rigouring,SY
C0424790,Rigours,SY
C0424790,Rigoring,SY
C0424790,rigors,SY
C0424790,Sudden chill (rigor),SY
C0424790,Rigor - symptom,SY
C0424790,rigors symptoms,SY
C0424790,rigors (symptom),SY
C0424790,Having rigors,SY
C0424790,Having rigors (finding),SY
C0424790,Rigor (finding),SY
C0424790,Rigor - symptom (finding),SY
C0424790,Rigors: [having] or [symptom],SY
C0424790,reported whole body shaking chills,SY
C0424790,Rigors: [having] or [symptom] (finding),SY
C0424790,rigor was observed,SY
C0424790,shaking chill (physical finding),SY
C0425449,Gasping for breath,PT
C0425449,gasping for breath,SY
C0425449,breath gasping,SY
C0425449,breath gasps,SY
C0425449,breath gasp,SY
C0425449,gasping breath,SY
C0425449,Gasping breaths,SY
C0425449,Gasping,SY
C0425449,GASPING,SY
C0425449,gasping,SY
C0425449,Gasp,SY
C0425449,gasps,SY
C0425449,gasp,SY
C0425449,Gasping respiration,SY
C0425449,Gasping for Air,SY
C0425449,Gasping for breath (finding),SY
C0425449,breathing gasping,SY
C0425488,Rapid shallow breathing,PT
C0425488,rapid shallow breathing,SY
C0425488,Panting,SY
C0425488,panting,SY
C0425488,pant,SY
C0425488,Panting respiration,SY
C0425488,Excessive panting,SY
C0425488,Rapid shallow breathing (finding),SY
C0425488,Panting respiration (finding),SY
C0425504,Productive cough -green sputum,PT
C0425504,Productive cough -green sputum (finding),SY
C0425505,Productive cough -clear sputum,PT
C0425505,Productive cough -clear sputum (finding),SY
C0425505,coughing up clear sputum (symptom),SY
C0425505,coughing up clear sputum,SY
C0425506,Productive cough-yellow sputum,PT
C0425506,Productive cough-yellow sputum (finding),SY
C0425518,No sputum,PT
C0425518,No sputum (finding),SY
C0439055,"Complaining of ""tired all the time""",PT
C0439055,"C/O - ""tired all the time""",SY
C0439055,Tired all the time (& [C/O -]),SY
C0439055,TATT - Tired all the time,SY
C0439055,"""TATT"" - tired all the time",SY
C0439055,Tired all the time,SY
C0439055,TATT,SY
C0439055,"C/O - ""tired all the time"" (context-dependent category)",SY
C0439055,Tired all the time (finding),SY
C0439055,"Complaining of ""tired all the time"" (finding)",SY
C0476273,Respiratory distress,PT
C0476273,DISTRESS RESPIRATORY,SY
C0476273,Distress,SY
C0476273,Distress respiratory,SY
C0476273,RESPIRATORY DISTRESS,SY
C0476273,Respiratory Distress,SY
C0476273,respiratory distress,SY
C0476273,distressed respiratory,SY
C0476273,Distressed breathing,SY
C0476273,distressed breathing,SY
C0476273,[D]Respiratory distress,SY
C0476273,[D]Respiratory distress (context-dependent category),SY
C0476273,Respiratory distress (finding),SY
C0476273,[D]Respiratory distress (situation),SY
C0476273,Distressed respiration,SY
C0476273,distressed respirations,SY
C0476273,distressed respirations (diagnosis),SY
C0494691,"Respiratory failure, not elsewhere classified",PT
C0497156,Lymphadenopathy,PT
C0497156,LYMPHADENOPATHY,SY
C0497156,lymphadenopathy,SY
C0497156,Lymphadenopathies,SY
C0497156,Lymphadenopathy NOS,SY
C0497156,lymphadenopathies,SY
C0497156,Adenopathy,SY
C0497156,ADENOPATHY,SY
C0497156,adenopathy,SY
C0497156,Adenopathies,SY
C0497156,Enlargement of lymph nodes,SY
C0497156,Enlargement of lymph node,SY
C0497156,lymph node enlargement,SY
C0497156,Lymph node enlarged,SY
C0497156,Enlarged lymph nodes,SY
C0497156,Swollen Gland,SY
C0497156,Swollen glands,SY
C0497156,Glands,SY
C0497156,Swollen,SY
C0497156,Swollen Glands,SY
C0497156,Swelling of lymph nodes,SY
C0497156,Swollen lymph nodes,SY
C0497156,Swelling of lymph node,SY
C0497156,[D]Lymphadenopathy,SY
C0497156,Enlarged glands,SY
C0497156,Swollen lymph glands,SY
C0497156,Lymphadenopathy - swelling,SY
C0497156,LA - Lymphadenopathy,SY
C0497156,LN - Lymphadenopathy,SY
C0497156,Lymphadenomegaly,SY
C0497156,[D]Lymphadenopathy (context-dependent category),SY
C0497156,Lymphadenopathy (disorder),SY
C0497156,Unspecified lymphadenopathy,SY
C0497156,Lymph node hyperplasia,SY
C0497156,[D]Lymphadenopathy (situation),SY
C0497156,lymphadenopathy (diagnosis),SY
C0497156,Lymphadenopathy (finding),SY
C0520963,Diffuse pain,PT
C0520963,PAIN DIFFUSE,SY
C0520963,diffuse pain,SY
C0520963,Diffuse pain (finding),SY
C0558168,Able to cough up sputum,PT
C0558168,Sputum loose,SY
C0558168,Able to cough up sputum (finding),SY
C0587246,Muscle weakness of limb,PT
C0587246,Limb muscle weakness,SY
C0587246,Limb weakness,SY
C0587246,limb weakness,SY
C0587246,limbs weakness,SY
C0587246,Weakness of limb,SY
C0587246,Weakness of limbs,SY
C0587246,Muscle weakness of limb (finding),SY
C0587246,Weakness in extremity,SY
C0587246,extremities weakness,SY
C0587246,extremity weakness,SY
C0587246,EXTREMITY WEAKNESS,SY
C0587246,Weakness of limb (finding),SY
C0587246,Loss of power in limb,SY
C0587246,Limb paresis,SY
C0587246,limb paresis,SY
C0587246,limb weakness (paresis),SY
C0587246,limb weakness (symptom),SY
C0686728,Generalized acute body pains,PT
C0686728,Generalised acute body pains,SY
C0686728,Generalized acute body aches,SY
C0686728,Generalised acute body aches,SY
C0686728,Generalized acute body pains (finding),SY
C0686729,Generalized chronic body pains,PT
C0686729,Generalised chronic body pains,SY
C0686729,Generalized chronic body aches,SY
C0686729,Generalised chronic body aches,SY
C0686729,Generalized chronic body pains (finding),SY
C0700148,Congestion,PT
C0700148,congestion,SY
C0700148,CONGESTION,SY
C0700148,Congestions,SY
C0700148,CONGESTIONS,SY
C0700148,361 CONGESTIONS,SY
C0700148,Congestion (morphologic abnormality),SY
C0741585,BODY ACHE,PT
C0741585,body ache,SY
C0741585,body pain,SY
C0741585,Pain;body,SY
C0741585,BODY PAIN,SY
C0741585,body pains,SY
C0742857,Acute onset cough,PT
C0742857,Acute onset cough (finding),SY
C0742857,Acute cough,SY
C0742857,COUGH ACUTE,SY
C0745873,LOWER EXTREMITY PAIN CHRONIC,PT
C0747719,PO INTAKE POOR,PT
C0748155,PULMONARY INFILTRATE PATCHY,PT
C0812387,Feels cold,PT
C0812387,cold feels,SY
C0812387,feels cold,SY
C0812387,cold feelings,SY
C0812387,cold feel,SY
C0812387,feel cold,SY
C0812387,Coldness,SY
C0812387,coldness,SY
C0812387,Cold to touch,SY
C0812387,cold to touch,SY
C0812387,cold touch,SY
C0812387,Chilliness,SY
C0812387,CHILLINESS,SY
C0812387,Coldness general,SY
C0812387,COLDNESS GENERAL,SY
C0812387,Feels cold (finding),SY
C0849970,Feeling tired,PT
C0849970,tired feeling,SY
C0849970,feeling tired,SY
C0849970,feel tired,SY
C0849970,feeling tire,SY
C0849970,Feeling;tired,SY
C0849970,tired,SY
C0849970,TIRED,SY
C0849970,Feeling tired (finding),SY
C0849970,Tired (finding),SY
C0849970,feeling tired (fatigue),SY
C0849970,feeling tired (symptom),SY
C0849970,feeling fatigued,SY
C0850149,Dry cough,PT
C0850149,DRY,SY
C0850149,cough dry,SY
C0850149,COUGH DRY,SY
C0850149,dry cough,SY
C0850149,coughing dry,SY
C0850149,coughs dry,SY
C0850149,Dry coughing,SY
C0850149,Unproductive cough,SY
C0850149,cough unproductive,SY
C0850149,unproductive cough,SY
C0850149,Non-productive cough,SY
C0850149,cough non productive,SY
C0850149,Cough;non-productive,SY
C0850149,non productive cough,SY
C0850149,non-productive cough,SY
C0850149,coughs non productive,SY
C0850149,Dry cough (finding),SY
C0850149,Non-productive cough (finding),SY
C0850149,Nonproductive cough,SY
C0850149,nonproductive,SY
C0850149,cough nonproductive,SY
C0850149,COUGH NONPRODUCTIVE,SY
C0850149,Cough nonproductive,SY
C0850149,nonproductive cough,SY
C0850149,dry cough (symptom),SY
C0869210,"Viral pneumonia, not elsewhere classified",PT
C0877173,Food aversion,PT
C0877173,aversion food,SY
C0877173,food aversion,SY
C0877173,aversions food,SY
C1260880,Rhinorrhea,PT
C1260880,RHINORRHEA,SY
C1260880,rhinorrhea,SY
C1260880,RHINORRHOEA,SY
C1260880,Rhinorrhoea,SY
C1260880,rhinorrhoea,SY
C1260880,Runny Nose,SY
C1260880,nose runny,SY
C1260880,RUNNY NOSE,SY
C1260880,Runny nose,SY
C1260880,Runny;nose,SY
C1260880,runny nose,SY
C1260880,Nasal discharge,SY
C1260880,discharge nasal,SY
C1260880,Discharge;nasal,SY
C1260880,NASAL DISCHARGE,SY
C1260880,Nasal Discharge,SY
C1260880,nasal discharge,SY
C1260880,Increased nasal secretion,SY
C1260880,Nasal catarrh,SY
C1260880,catarrh; nasal,SY
C1260880,nasal catarrh,SY
C1260880,nasal; catarrh,SY
C1260880,Discharge from nose,SY
C1260880,discharge from nose,SY
C1260880,Snuffles,SY
C1260880,snuffles,SY
C1260880,Snuffling,SY
C1260880,Nasal discharge present,SY
C1260880,Nasal discharge (& present),SY
C1260880,Excessive noise from nasal passage,SY
C1260880,discharge nose,SY
C1260880,NOSE DISCHARGE,SY
C1260880,nose discharge,SY
C1260880,Nose running,SY
C1260880,running nose,SY
C1260880,nose running,SY
C1260880,nose runs,SY
C1260880,nose run,SY
C1260880,Nose run,SY
C1260880,Nose dripping,SY
C1260880,dripping nose,SY
C1260880,drips nose,SY
C1260880,nose drip,SY
C1260880,drip nasal,SY
C1260880,NASAL DRIP,SY
C1260880,dripping nasal,SY
C1260880,drips nasal,SY
C1260880,nasal drip,SY
C1260880,Nasal discharge present (context-dependent category),SY
C1260880,Nasal discharge (disorder),SY
C1260880,Nasal discharge present (finding),SY
C1260880,Nasal discharge (& present) (finding),SY
C1260880,Rhinorrhea (finding),SY
C1260880,Snuffles (finding),SY
C1260880,Snuffling (finding),SY
C1260880,nasopharyngeal; catarrh,SY
C1260880,catarrh; nasopharyngeal,SY
C1260880,Nasal discharge present (situation),SY
C1260880,nasal discharge (physical finding),SY
C1260880,nasal discharge (symptom),SY
C1260880,nasal discharge as symptom,SY
C1260880,nasal discharge rhinorrhea,SY
C1260880,rhinorrhea (physical finding),SY
C1404995,perversion; sense of smell and taste,PT
C1406294,"taste; loss, and smell, mixed",PT
C1406294,and taste,SY
C1406294,mixed,SY
C1406294,loss; taste,SY
C1406294,and smell,SY
C1504561,Hypophagia,PT
C1504561,Decreased Oral Intake,SY
C1504561,Poor Oral Intake,SY
C1504561,Decreased PO Intake,SY
C1504561,PO INTAKE DECREASED,SY
C1504561,Oral intake reduced,SY
C1504561,Oral Intake Reduced,SY
C1519353,Skin Papule,PT
C1519353,Skin papule,SY
C1519353,skin papule,SY
C1519353,Papule of skin,SY
C1519353,Papular rash,SY
C1519353,RASH PAPULAR,SY
C1519353,papular,SY
C1519353,Rash papular,SY
C1519353,PAPULAR RASH,SY
C1519353,papular rash,SY
C1519353,Papular eruption,SY
C1519353,papular eruption,SY
C1519353,Papule,SY
C1519353,Papular skin eruption,SY
C1519353,SKIN ERUPTION PAPULAR,SY
C1519353,Papular rash (morphologic abnormality),SY
C1519353,Papular eruption (disorder),SY
C1519353,Papular Lesion,SY
C1519353,skin: a bump [elevated,SY
C1519353,under .5cm] (papule) [as symptom],SY
C1519353,skin papule (symptom),SY
C1519353,Papule of skin (finding),SY
C1844945,Episodic respiratory distress,PT
C1844945,episodic,SY
C1844945,Episodic difficulty breathing,SY
C1971624,Loss of appetite (finding),PT
C1971624,Appetite absent,SY
C1971624,Appetite impaired,SY
C1971624,appetite; lack or loss,SY
C1971624,Appetite lost,SY
C1971624,LOSS OF APPETITE,SY
C1971624,Appetite loss,SY
C1971624,Loss (of);appetite,SY
C1971624,loss; appetite,SY
C1971624,appetite; loss,SY
C1971624,No appetite,SY
C1971624,NO APPETITE,SY
C1971624,Lack Of Appetite,SY
C1971624,appetite; lack of,SY
C1971624,Lack of appetite,SY
C1971624,lack of; appetite,SY
C1971624,[D]Appetite loss,SY
C1971624,Loss of appetite - symptom,SY
C1971624,Off food,SY
C1971624,[D]Appetite loss (context-dependent category),SY
C1971624,Loss of appetite - symptom (finding),SY
C1971624,[D]Appetite loss (situation),SY
C1971624,Lack of appetite (finding),SY
C2062441,influenza A,PT
C2062441,Influenza A,SY
C2062441,influenza A (diagnosis),SY
C2062441,influenza type A,SY
C2105260,compression arthralgia of multiple sites,PT
C2105260,compression arthralgia of multiple sites (diagnosis),SY
C2129214,Loose stool,PT
C2129214,STOOL LOOSE,SY
C2129214,LOOSE STOOL,SY
C2129214,Loose Stool,SY
C2129214,loose stool,SY
C2129214,Stools loose,SY
C2129214,loose stools,SY
C2129214,Stool(s);loose,SY
C2129214,Passage of loose stools,SY
C2129214,Passage of watery stools,SY
C2129214,Watery Stool,SY
C2129214,STOOLS WATERY,SY
C2129214,Stools watery,SY
C2129214,Watery;stool,SY
C2129214,Liquid stool,SY
C2129214,liquid stool,SY
C2129214,Liquid Stool,SY
C2129214,Liquid stools,SY
C2129214,[D] Stools loose,SY
C2129214,Fluid stool,SY
C2129214,fluid stool,SY
C2129214,LS - Loose stools,SY
C2129214,Runny stool,SY
C2129214,runny stool,SY
C2129214,runny stools,SY
C2129214,Loose motion,SY
C2129214,Loose motions,SY
C2129214,Already mapped above AAHA ID #: 758,SY
C2129214,Loose bowels,SY
C2129214,loose bowels,SY
C2129214,Loose bowel,SY
C2129214,[D] Stools loose (context-dependent category),SY
C2129214,Liquid stool (finding),SY
C2129214,Loose stool (finding),SY
C2129214,Passage of watery stools (finding),SY
C2129214,[D] Stools loose (situation),SY
C2129214,Loose feces,SY
C2129214,Loose faeces,SY
C2129214,Liquid feces,SY
C2129214,Liquid faeces,SY
C2129214,loose/mushy stools,SY
C2129214,watery stools (symptom),SY
C2129214,loose or mushy stools,SY
C2129214,loose or mushy stools (symptom),SY
C2142181,Pain in left knee,PT
C2142181,left knee pain,SY
C2142181,Pain in left knee (finding),SY
C2142181,pain of left knee joint (symptom),SY
C2142181,pain of left knee joint,SY
C2169797,recurrent chills,PT
C2169797,recurrent chills (symptom),SY
C2169797,chills which come and go,SY
C2169797,reported recurrent chills,SY
C2215675,"airway protection by coughing effortful, tremorous",PT
C2215675,airway protection by coughing effortful,SY
C2215675,tremorous (physical finding),SY
C2364082,Sense of smell impaired,PT
C2364082,Impaired Sense Of Smell,SY
C2364082,Decreased sense of smell,SY
C2364082,decreased sense of smell,SY
C2364082,Defect or impairment of sense of smell,SY
C2364082,Hyposmia,SY
C2364082,HYPOSMIA,SY
C2364082,hyposmia,SY
C2364082,Reduced sense of smell,SY
C2364082,Difficult disting diff smells,SY
C2364082,Difficulty in distinguishing different smells,SY
C2364082,Sense of smell impaired (finding),SY
C2364082,Diminished sense of smell,SY
C2364082,Decreased smell sensation,SY
C2364082,decreased sense of smell (symptom),SY
C2364135,Discomfort,PT
C2364135,DISCOMFORT,SY
C2364135,discomfort,SY
C2364135,discomforts,SY
C2364135,Discomfort NOS,SY
C2364135,sensory discomfort,SY
C2364135,[dup] NOS,SY
C2364135,Discomfort (finding),SY
C2364135,NOS (finding),SY
C2364135,body discomfort,SY
C2830447,Fever of other and unknown origin,PT
C2833819,SARS-associated coronavirus as cause of disease classified elsewhere,PT
C2833819,coronavirus sars-associated as cause of disease classified elsewhere,SY
C2833819,SARS-associated coronavirus as the cause of diseases classified elsewhere,SY
C2833819,SARS-associated coronavirus causing diseases classd elswhr,SY
C2833819,SARS-associated coronavirus as cause of disease classified elsewhere (diagnosis),SY
C2833820,Other coronavirus as the cause of diseases classified elsewhere,PT
C2833820,Oth coronavirus as the cause of diseases classd elswhr,SY
C2887484,Acute respiratory distress syndrome in adult or child,PT
C2910658,Contact with and (suspected) exposure to other viral communicable diseases,PT
C2910658,Contact w and exposure to oth viral communicable diseases,SY
C3714552,WEAKNESS,SY
C3714552,weakness,SY
C3714552,weaknesses,SY
C3714552,Debility,SY
C3714552,DEBILITY,SY
C3714552,debility,SY
C3714552,Debility NOS,SY
C3714552,Debilities,SY
C3714552,asthenic,SY
C3714552,Enfeebled,SY
C3714552,Weakness - general,SY
C3714552,General weakness,SY
C3714552,general weakness,SY
C3714552,Weakness generalised,SY
C3714552,generalised weakness,SY
C3714552,GENERALIZED WEAKNESS,SY
C3714552,WEAKNESS GENERALIZED,SY
C3714552,GENERALIZED,SY
C3714552,Weakness generalized,SY
C3714552,Weakness;generalised,SY
C3714552,Weakness;generalized,SY
C3714552,generalized weakness,SY
C3714552,Generalized weakness,SY
C3714552,Strength loss of,SY
C3714552,loss of strength,SY
C3714552,of strength loss,SY
C3714552,STRENGTH LOSS OF,SY
C3714552,loss strength,SY
C3714552,strength loss,SY
C3714552,STRENGTH LOSS,SY
C3714552,weak,SY
C3714552,Weak,SY
C3714552,unspecified debility,SY
C3714552,[D]Debility,SY
C3714552,Feeling weak,SY
C3714552,weak feeling,SY
C3714552,feeling weak,SY
C3714552,feel weak,SY
C3714552,feels weak,SY
C3714552,Feeling;weak,SY
C3714552,General debility,SY
C3714552,Feelings of weakness,SY
C3714552,feelings of weakness,SY
C3714552,feeling weakness,SY
C3714552,STRENGTH DECREASED,SY
C3714552,([D]Debility,SY
C3714552,unspecified) or ([D] Self neglect),SY
C3714552,unspecified debility (diagnosis),SY
C3714552,feelings of weakness (symptom),SY
C3714552,unspecified) or ([D] Self neglect) (situation),SY
C3806218,Episodic tachypnea,PT
C3806467,Respiratory insufficiency due to muscle weakness,PT
C3806467,Decreased lung function due to weak breathing muscles,SY
C3806467,Respiratory muscle weakness,SY
C3806467,Respiratory distress due to muscle weakness,SY
C3806467,Respiratory failure due to muscle weakness,SY
C3806467,Decreased respiratory function due to muscle weakness,SY
C3808046,Breathing dysregulation,PT
C3808046,Abnormal breathing,SY
C3808046,Difficult to breathe,SY
C3808046,Breathing difficulty,SY
C4021655,Abnormality of the sense of smell,PT
C4021655,Smell defect,SY
C4021655,Abnormality of olfaction,SY
C4021655,Abnormal sense of smell,SY
C4048330,Lacks Energy,PT
C4048330,Lack Energy,SY
C4048330,I have a lack of energy,SY
C4048330,Had a Lack of Energy,SY
C4281993,Neonatal respiratory distress,PT
C4281993,distress respiratory neonatal,SY
C4281993,Respiratory distress neonatal,SY
C4281993,neonatal,SY
C4281993,neonatal respiratory distress,SY
C4281993,Newborn respiratory distress,SY
C4281993,Infantile respiratory distress,SY
C4288600,No Energy at All,PT
C4288600,No energy at all,SY
